136,ball,usa,41,red
137,iphone12,china,12,red
138,iphone13,india,23,red
139,iphone12,paris,78,blue
140,iphone13,,72,red
141,keyboard,paris,58,blue
142,ball,,89,black
143,tshirt,usa,52,red
144,keyboard,usa,71,
145,ball,paris,8,blue
146,iphone13,china,65,red
147,keyboard,usa,55,black
148,keyboard,usa,9,blue
149,pc,china,61,red
150,ball,china,44,
151,ball,usa,28,red
152,,india,50,black
153,iphone13,paris,95,black
154,,paris,55,red
155,iphone12,usa,83,black
156,car,usa,81,red
157,car,,19,red
158,ball,paris,43,red
159,ball,usa,90,blue
160,iphone12,india,48,black
161,iphone13,china,56,
162,iphone13,,9,blue
163,ball,usa,82,blue
164,keyboard,paris,92,black
165,car,usa,16,black
166,keyboard,usa,19,red
167,tshirt,china,95,
168,tshirt,china,71,red
169,car,,39,black
170,tshirt,india,84,
171,car,paris,58,red
172,tshirt,paris,96,
173,iphone12,usa,62,black
174,iphone12,china,39,red
175,iphone12,paris,39,
176,keyboard,paris,84,red
177,iphone13,,65,blue
178,,india,60,black
179,,china,44,blue
180,car,china,79,blue
181,ball,paris,61,black
182,iphone13,paris,32,black
183,,usa,12,black
184,ball,india,89,red
185,ball,,20,red
186,iphone12,india,82,blue
187,keyboard,china,22,black
188,pc,paris,13,red
189,car,,47,blue
190,keyboard,india,79,
191,car,india,34,
192,,china,81,blue
193,ball,india,50,blue
194,iphone12,,27,red
195,ball,usa,87,blue
196,ball,,25,black
197,pc,usa,57,black
198,keyboard,paris,65,black
199,keyboard,india,72,
200,car,,84,blue
201,iphone12,usa,52,red
202,keyboard,,21,
203,,paris,72,blue
204,ball,china,78,
205,keyboard,paris,30,black
206,tshirt,usa,100,blue
207,iphone12,usa,42,blue
208,keyboard,,36,
209,iphone13,china,36,
210,keyboard,,20,red
211,pc,,74,red
212,pc,paris,12,
213,iphone12,china,96,
214,ball,china,76,black
215,iphone12,paris,69,red
216,keyboard,china,37,
217,keyboard,china,49,red
218,car,usa,15,blue
219,iphone13,,29,blue
220,iphone13,india,98,red
221,pc,india,89,red
222,ball,paris,20,blue
223,iphone12,paris,49,blue
224,keyboard,india,13,blue
225,tshirt,india,9,black
226,car,,1,black
227,ball,usa,68,red
228,,usa,16,
229,,usa,75,black
230,iphone13,usa,8,black
231,,india,13,
232,iphone13,,54,blue
233,keyboard,,26,black
234,tshirt,india,33,blue
235,iphone13,usa,30,red
236,car,usa,18,
237,iphone12,usa,47,black
238,,india,84,black
239,keyboard,usa,89,red
240,ball,china,79,
241,iphone12,india,28,
242,pc,usa,98,black
243,ball,usa,9,
244,iphone13,india,23,black
245,pc,china,60,
246,keyboard,paris,21,black
247,tshirt,usa,49,
248,car,china,90,
249,ball,india,88,red
250,,india,72,black
251,tshirt,,18,black
252,keyboard,china,47,
253,ball,,91,blue
254,pc,india,8,black
255,tshirt,usa,3,black
256,tshirt,india,87,blue
257,iphone12,china,77,blue
258,,usa,83,
259,ball,india,6,black
260,pc,china,68,
261,car,china,17,blue
262,,india,49,red
263,iphone13,usa,50,blue
264,iphone12,india,94,black
265,car,,62,
266,iphone13,usa,41,
267,pc,usa,76,black
268,keyboard,,29,black
269,,paris,7,black
270,car,india,25,red
271,iphone13,paris,67,
272,car,usa,62,blue
273,car,usa,11,
274,car,,12,
275,car,india,100,red
276,keyboard,,38,red
277,keyboard,,96,black
278,car,india,92,red
279,iphone12,china,57,blue
280,tshirt,india,82,red
281,keyboard,,63,
282,iphone12,china,22,red
283,car,china,38,black
284,pc,china,7,red
285,car,india,53,blue
286,tshirt,usa,3,red
287,iphone12,paris,40,
288,keyboard,usa,22,
289,keyboard,,51,black
290,car,paris,35,red
291,keyboard,paris,28,red
292,tshirt,india,74,black
293,iphone13,paris,85,
294,,,7,blue
295,iphone13,usa,51,blue
296,iphone12,paris,88,blue
297,iphone12,india,62,black
298,iphone12,paris,84,blue
299,ball,paris,18,red
300,tshirt,india,24,
301,car,china,93,
302,pc,india,34,blue
303,car,paris,27,blue
304,tshirt,usa,26,red
305,tshirt,usa,15,red
306,car,india,4,
307,pc,china,60,blue
308,iphone13,usa,59,black
309,keyboard,usa,70,red
310,pc,,58,blue
311,iphone12,china,68,blue
312,pc,paris,45,red
313,keyboard,china,75,black
314,keyboard,,84,blue
315,iphone12,paris,89,red
316,pc,china,38,
317,keyboard,paris,72,red
318,keyboard,china,29,blue
319,,paris,6,red
320,iphone13,india,18,blue
321,keyboard,,43,blue
322,iphone12,usa,82,black
323,iphone12,paris,30,blue
324,ball,china,93,red
325,iphone12,india,97,
326,car,india,6,red
327,ball,paris,76,blue
328,car,paris,20,black
329,tshirt,india,46,black
330,iphone12,usa,92,red
331,,usa,27,
332,keyboard,,63,
333,ball,,93,black
334,tshirt,paris,77,
335,iphone12,usa,14,red
336,iphone13,china,47,blue
337,ball,paris,52,black
338,iphone13,paris,97,red
339,tshirt,india,22,blue
340,,china,5,black
341,iphone13,india,12,red
342,pc,,88,blue
343,pc,india,55,
344,car,india,20,
345,iphone13,usa,51,blue
346,ball,china,50,red
347,tshirt,usa,79,red
348,iphone12,usa,86,blue
349,ball,paris,100,black
350,iphone12,china,22,blue
351,iphone13,india,60,
352,,paris,80,blue
353,,usa,10,red
354,car,china,50,blue
355,keyboard,usa,76,blue
356,iphone13,,20,red
357,pc,china,21,
358,keyboard,paris,55,blue
359,iphone12,india,31,red
360,iphone13,usa,86,
361,ball,paris,66,black
362,car,china,25,blue
363,ball,usa,10,black
364,iphone12,india,66,red
365,tshirt,usa,8,
366,iphone12,china,27,red
367,keyboard,china,47,red
368,pc,india,43,
369,,usa,93,red
370,tshirt,,30,blue
371,,,55,red
372,tshirt,paris,40,red
373,tshirt,usa,88,blue
374,car,india,14,
375,ball,paris,53,black
376,keyboard,india,10,red
377,iphone12,,63,red
378,iphone12,paris,1,red
379,ball,usa,8,
380,pc,india,58,red
381,keyboard,china,8,blue
382,iphone12,,9,red
383,,china,49,
384,tshirt,paris,19,
385,iphone12,india,14,blue
386,iphone13,paris,10,blue
387,,india,14,blue
388,,usa,68,black
389,,paris,69,
390,car,china,50,
391,,paris,38,black
392,pc,usa,76,black
393,pc,india,16,black
394,iphone12,india,72,
395,keyboard,usa,46,black
396,ball,china,95,
397,iphone12,paris,50,red
398,tshirt,paris,79,black
399,keyboard,,66,red
400,car,china,73,blue
401,,india,28,black
402,tshirt,,81,red
403,iphone13,india,84,black
404,iphone12,paris,11,black
405,car,usa,40,black
406,pc,paris,59,blue
407,tshirt,china,37,
408,iphone13,,94,blue
409,pc,usa,9,red
410,iphone13,china,54,blue
411,iphone13,india,58,blue
412,ball,china,90,red
413,keyboard,india,92,red
414,keyboard,,44,blue
415,car,india,88,black
416,car,india,61,red
417,iphone13,india,89,red
418,pc,paris,36,black
419,ball,india,43,black
420,iphone13,usa,55,black
421,iphone12,india,42,
422,iphone12,,36,black
423,tshirt,usa,47,
424,ball,china,6,
425,ball,paris,74,
426,iphone12,paris,75,
427,ball,,45,blue
428,tshirt,,98,red
429,tshirt,india,83,blue
430,iphone13,usa,13,black
431,ball,,28,blue
432,,usa,65,black
433,iphone12,paris,98,
434,,india,8,red
435,car,paris,55,blue
436,iphone12,india,7,black
437,iphone12,usa,41,red
438,,china,83,
439,,usa,7,black
440,keyboard,india,13,
441,iphone12,india,2,red
442,iphone13,,57,
443,tshirt,,68,
444,tshirt,paris,4,red
445,pc,china,12,black
446,iphone12,india,64,black
447,iphone12,india,26,black
448,car,paris,18,black
449,keyboard,usa,57,red
450,pc,india,30,red
451,car,paris,64,red
452,keyboard,,81,
453,car,usa,52,black
454,tshirt,india,66,blue
455,keyboard,china,89,red
456,ball,paris,25,red
457,iphone12,india,51,black
458,pc,usa,31,blue
459,car,usa,56,black
460,,paris,91,black
461,keyboard,india,58,blue
462,ball,china,97,red
463,pc,paris,79,
464,keyboard,usa,11,
465,iphone12,usa,55,
466,pc,,95,blue
467,keyboard,usa,71,black
468,pc,india,41,
469,car,paris,88,black
470,ball,usa,66,blue
471,pc,china,54,red
472,car,india,75,red
473,ball,usa,59,black
474,pc,usa,18,black
475,iphone12,paris,99,black
476,tshirt,china,56,
477,car,usa,52,red
478,keyboard,,93,red
479,car,usa,60,blue
480,keyboard,china,82,black
481,tshirt,,96,blue
482,tshirt,,58,blue
483,iphone13,china,45,black
484,car,usa,61,red
485,iphone13,china,88,red
486,pc,paris,33,
487,iphone12,paris,15,red
488,car,china,5,black
489,tshirt,,36,black
490,tshirt,paris,76,blue
491,tshirt,,31,
492,keyboard,india,26,red
493,,usa,17,blue
494,keyboard,,61,red
495,pc,india,33,blue
496,pc,paris,55,red
497,iphone13,,96,red
498,,china,81,red
499,ball,paris,95,
500,,china,69,black
501,car,china,76,red
502,car,paris,78,red
503,ball,,77,red
504,car,,24,
505,iphone13,india,63,
506,ball,usa,94,blue
507,keyboard,usa,100,red
508,iphone12,china,8,
509,keyboard,china,16,
510,,china,64,red
511,iphone13,china,25,black
512,,,3,blue
513,keyboard,china,84,black
514,ball,india,88,blue
515,iphone12,paris,16,red
516,keyboard,paris,84,
517,iphone12,paris,49,blue
518,iphone12,china,86,
519,,china,1,blue
520,,usa,29,
521,iphone12,china,81,red
522,,,22,black
523,tshirt,paris,25,black
524,iphone13,usa,87,
525,,usa,70,
526,pc,china,74,black
527,iphone12,paris,23,blue
528,keyboard,,55,red
529,iphone12,paris,73,black
530,iphone12,,14,black
531,tshirt,paris,94,blue
532,,paris,6,red
533,pc,,15,blue
534,,paris,20,
535,,india,12,red
536,keyboard,,14,black
537,keyboard,usa,11,
538,iphone13,india,10,red
539,keyboard,usa,63,blue
540,ball,paris,33,
541,pc,india,56,
542,pc,china,40,red
543,ball,india,85,blue
544,iphone13,india,22,red
545,keyboard,paris,88,blue
546,iphone13,usa,35,black
547,iphone13,,87,
548,keyboard,,61,blue
549,tshirt,paris,64,black
550,pc,india,69,red
551,ball,china,34,
552,tshirt,,20,red
553,,paris,82,red
554,iphone13,china,23,black
555,keyboard,usa,40,black
556,keyboard,paris,26,black
557,pc,usa,14,red
558,pc,china,48,
559,iphone12,china,45,blue
560,keyboard,india,69,
561,tshirt,china,37,
562,,paris,29,
563,tshirt,paris,43,black
564,iphone13,,83,blue
565,pc,,70,
566,car,usa,47,red
567,tshirt,china,24,red
568,iphone12,paris,20,blue
569,ball,india,88,
570,pc,india,47,black
571,ball,,95,black
572,,china,10,black
573,,,97,
574,pc,usa,75,red
575,tshirt,india,11,black
576,ball,china,3,blue
577,,,3,
578,tshirt,china,26,blue
579,keyboard,china,80,black
580,iphone13,india,15,black
581,ball,paris,72,black
582,iphone12,,28,blue
583,iphone13,china,7,
584,tshirt,usa,49,red
585,keyboard,usa,15,black
586,keyboard,usa,53,black
587,iphone13,usa,14,blue
588,tshirt,,99,blue
589,iphone13,usa,5,blue
590,pc,china,66,
591,pc,india,54,blue
592,ball,,86,
593,keyboard,,76,
594,tshirt,paris,28,
595,iphone13,paris,57,red
596,keyboard,china,9,red
597,iphone12,,9,
598,keyboard,paris,13,black
599,,paris,12,red
600,iphone12,,56,black
601,car,paris,13,
602,ball,usa,17,blue
603,pc,,68,red
604,,paris,71,black
605,tshirt,china,96,black
606,iphone13,china,2,blue
607,pc,usa,42,red
608,ball,,40,black
609,tshirt,india,72,
610,ball,india,19,
611,iphone13,india,17,blue
612,pc,,16,black
613,keyboard,paris,41,blue
614,,china,60,red
615,tshirt,,74,black
616,car,usa,1,
617,ball,usa,58,blue
618,pc,india,12,black
619,,china,74,
620,,china,5,blue
621,,usa,70,blue
622,keyboard,,59,blue
623,car,china,54,blue
624,car,india,15,black
625,iphone12,china,51,red
626,,usa,2,
627,car,paris,43,blue
628,,paris,90,
629,keyboard,india,87,
630,pc,,95,blue
631,keyboard,paris,63,red
632,,china,93,black
633,pc,paris,42,
634,keyboard,,72,black
635,keyboard,usa,80,
636,ball,india,80,black
637,tshirt,china,43,red
638,pc,paris,49,blue
639,ball,paris,78,black
640,,china,35,red
641,ball,,79,
642,,india,26,black
643,keyboard,usa,4,blue
644,pc,paris,19,black
645,,india,58,blue
646,car,india,15,
647,,,75,blue
648,iphone13,china,88,black
649,tshirt,,67,blue
650,car,,51,red
651,car,paris,57,red
652,iphone12,india,22,red
653,pc,china,36,
654,iphone12,china,29,
655,,paris,68,blue
656,tshirt,,23,black
657,ball,usa,96,blue
658,tshirt,paris,68,red
659,pc,china,11,blue
660,tshirt,china,39,blue
661,iphone13,usa,96,blue
662,iphone12,paris,74,blue
663,ball,usa,13,blue
664,keyboard,usa,23,
665,ball,india,2,red
666,car,usa,98,blue
667,,usa,7,black
668,pc,china,53,
669,tshirt,,42,red
670,iphone13,,20,red
671,tshirt,china,25,
672,iphone12,usa,51,
673,ball,china,51,black
674,iphone13,china,36,
675,car,,5,blue
676,tshirt,usa,47,black
677,ball,india,60,black
678,keyboard,,60,blue
679,car,paris,58,black
680,iphone13,,22,blue
681,car,china,57,
682,iphone13,,68,
683,pc,,19,blue
684,,india,33,red
685,pc,,42,blue
686,tshirt,china,25,red
687,tshirt,paris,77,blue
688,tshirt,paris,23,black
689,keyboard,paris,88,
690,,usa,1,red
691,ball,paris,50,blue
692,ball,usa,31,
693,car,paris,40,red
694,keyboard,,53,red
695,ball,,36,red
696,iphone13,paris,42,
697,,,49,red
698,keyboard,china,80,black
699,pc,usa,24,black
700,keyboard,india,67,black
701,,china,69,black
702,pc,india,48,blue
703,iphone13,usa,93,red
704,keyboard,usa,5,blue
705,,china,34,red
706,keyboard,paris,43,red
707,iphone12,,82,
708,pc,china,95,
709,tshirt,usa,12,
710,car,paris,52,
711,tshirt,,38,black
712,keyboard,paris,8,red
713,ball,china,80,
714,car,,11,black
715,iphone12,,62,
716,ball,,74,black
717,iphone12,,91,black
718,ball,,57,
719,iphone12,china,18,black
720,,usa,76,
721,car,china,78,
722,tshirt,,34,red
723,keyboard,china,22,blue
724,car,usa,74,red
725,car,,1,blue
726,iphone13,paris,36,black
727,ball,paris,6,black
728,ball,usa,2,
729,car,paris,1,blue
730,,china,59,
731,ball,india,31,
732,car,india,81,
733,keyboard,paris,96,black
734,,,76,red
735,,china,35,black
736,iphone13,paris,43,
737,iphone13,,45,red
738,pc,paris,57,red
739,iphone13,paris,73,red
740,,usa,29,blue
741,keyboard,india,3,black
742,pc,paris,61,red
743,iphone13,india,17,blue
744,,paris,11,black
745,tshirt,paris,50,blue
746,keyboard,china,88,black
747,iphone13,,81,black
748,pc,,99,black
749,keyboard,india,35,
750,tshirt,china,49,blue
751,pc,usa,51,red
752,keyboard,,81,black
753,tshirt,usa,15,blue
754,tshirt,india,95,black
755,car,india,29,red
756,iphone13,paris,73,black
757,ball,paris,71,red
758,tshirt,india,86,black
759,keyboard,,32,blue
760,iphone12,usa,29,black
761,ball,china,51,blue
762,iphone13,usa,82,blue
763,car,paris,2,
764,tshirt,india,51,
765,iphone13,china,39,blue
766,iphone13,,61,black
767,keyboard,,90,blue
768,keyboard,china,3,
769,keyboard,usa,25,blue
770,keyboard,india,36,
771,,paris,83,
772,iphone12,usa,35,black
773,,china,1,
774,iphone13,china,26,black
775,pc,,6,
776,tshirt,,43,
777,tshirt,india,46,
778,ball,china,14,blue
779,iphone12,india,31,blue
780,iphone12,china,11,red
781,iphone12,usa,83,red
782,iphone13,paris,85,red
783,tshirt,usa,60,
784,,china,26,
785,ball,,39,red
786,iphone12,china,56,
787,tshirt,paris,96,black
788,iphone13,china,68,
789,iphone12,,87,
790,keyboard,china,17,blue
791,tshirt,,14,blue
792,iphone13,china,21,
793,iphone13,china,38,blue
794,car,,53,red
795,ball,paris,62,blue
796,,india,29,red
797,iphone12,usa,12,black
798,pc,usa,99,
799,pc,china,16,
800,tshirt,paris,69,red
801,pc,usa,49,blue
802,iphone12,china,64,black
803,,india,14,black
804,keyboard,paris,5,red
805,pc,india,79,blue
806,iphone13,,23,
807,iphone12,,93,red
808,iphone12,china,72,red
809,iphone13,china,15,
810,iphone12,india,9,
811,tshirt,paris,95,
812,ball,usa,94,black
813,iphone12,china,37,black
814,iphone12,usa,58,
815,iphone12,china,16,
816,tshirt,,60,blue
817,pc,paris,79,
818,iphone12,,55,black
819,,,90,blue
820,,,52,black
821,iphone13,india,65,
822,ball,paris,43,black
823,ball,paris,100,black
824,ball,,56,red
825,ball,india,15,blue
826,,,89,red
827,pc,china,42,black
828,,,10,black
829,iphone12,china,94,black
830,keyboard,,95,red
831,ball,usa,38,red
832,iphone13,india,49,blue
833,iphone13,usa,72,red
834,pc,china,58,red
835,keyboard,paris,26,blue
836,,paris,8,blue
837,tshirt,usa,69,
838,,china,25,blue
839,tshirt,india,25,blue
840,pc,china,94,
841,car,paris,49,red
842,keyboard,india,42,
843,tshirt,,98,blue
844,,,44,black
845,iphone13,,1,red
846,iphone13,india,8,
847,,,39,blue
848,pc,india,2,red
849,car,,12,
850,pc,china,84,blue
851,ball,usa,10,blue
852,car,india,52,red
853,iphone13,india,63,
854,tshirt,china,1,blue
855,iphone12,usa,39,blue
856,ball,usa,92,black
857,car,paris,91,blue
858,keyboard,paris,27,blue
859,keyboard,,94,blue
860,iphone12,usa,42,blue
861,pc,,57,black
862,,usa,11,blue
863,tshirt,usa,84,black
864,keyboard,,31,red
865,iphone12,paris,25,
866,pc,,92,black
867,,china,39,black
868,ball,usa,18,black
869,tshirt,usa,62,
870,car,china,13,red
871,ball,china,13,
872,keyboard,usa,82,blue
873,,china,68,red
874,pc,,28,red
875,,china,10,blue
876,car,paris,63,red
877,iphone13,usa,26,
878,car,china,94,
879,,india,69,
880,car,usa,63,blue
881,pc,,91,blue
882,keyboard,,40,
883,,china,54,red
884,keyboard,usa,37,black
885,car,india,4,black
886,car,paris,91,
887,ball,india,18,red
888,iphone13,usa,59,
889,tshirt,china,39,black
890,,china,20,
891,pc,paris,20,blue
892,keyboard,china,82,
893,,usa,86,
894,car,china,24,blue
895,,china,22,black
896,ball,china,51,red
897,iphone12,india,83,black
898,,usa,1,blue
899,ball,,12,
900,pc,,43,
901,car,india,26,red
902,tshirt,paris,25,black
903,tshirt,india,55,black
904,car,china,22,red
905,keyboard,paris,40,blue
906,,usa,25,blue
907,iphone12,usa,2,black
908,keyboard,paris,2,black
909,,china,85,black
910,tshirt,paris,32,blue
911,ball,china,23,
912,,paris,80,blue
913,keyboard,india,33,
914,keyboard,paris,47,red
915,iphone12,paris,89,black
916,iphone13,,91,black
917,pc,usa,6,black
918,car,china,25,blue
919,keyboard,china,84,red
920,iphone12,,51,blue
921,keyboard,,33,blue
922,car,india,43,blue
923,iphone13,paris,18,
924,car,india,84,black
925,iphone12,paris,89,
926,car,china,54,black
927,iphone13,india,7,black
928,,,85,
929,keyboard,paris,45,blue
930,keyboard,paris,47,black
931,,india,4,blue
932,car,india,72,black
933,iphone13,,52,black
934,tshirt,,66,blue
935,iphone13,usa,44,black
936,car,usa,52,red
937,ball,india,14,blue
938,tshirt,india,19,red
939,pc,,1,
940,,,53,black
941,pc,,68,red
942,,,62,black
943,keyboard,china,53,red
944,pc,india,62,black
945,ball,,74,black
946,car,,21,blue
947,tshirt,paris,16,black
948,iphone12,,63,red
949,keyboard,china,100,
950,pc,,29,black
951,car,paris,56,
952,tshirt,china,18,
953,tshirt,,19,black
954,keyboard,,98,
955,ball,china,67,red
956,iphone13,usa,21,red
957,tshirt,usa,73,
958,car,,23,blue
959,ball,india,7,blue
960,keyboard,india,99,
961,,china,57,red
962,pc,paris,62,blue
963,ball,,91,blue
964,keyboard,paris,3,black
965,keyboard,,65,red
966,car,paris,69,black
967,tshirt,india,16,red
968,car,,95,black
969,iphone13,usa,92,black
970,,usa,38,red
971,keyboard,,1,red
972,tshirt,usa,73,red
973,tshirt,,83,
974,car,paris,51,red
975,iphone13,,75,black
976,keyboard,usa,69,
977,ball,paris,35,
978,car,china,87,blue
979,iphone13,india,37,black
980,car,,59,red
981,iphone13,china,56,black
982,iphone12,,79,blue
983,pc,,11,black
984,iphone12,china,91,red
985,keyboard,paris,80,blue
986,tshirt,china,96,black
987,pc,china,95,blue
988,iphone13,usa,46,blue
989,iphone13,china,12,
990,iphone13,china,27,black
991,ball,china,28,blue
992,pc,,54,
993,,india,40,red
994,iphone13,,67,black
995,keyboard,,50,black
996,car,india,41,
997,pc,paris,99,
998,car,india,79,black
999,,paris,67,
1000,keyboard,usa,50,red
1001,ball,usa,62,blue
1002,ball,india,20,black
1003,ball,china,96,blue
1004,tshirt,china,64,blue
1005,pc,china,11,black
1006,tshirt,india,53,black
1007,keyboard,,41,blue
1008,iphone12,china,27,red
1009,iphone12,paris,67,black
1010,,china,36,black
1011,iphone13,china,87,blue
1012,keyboard,china,52,blue
1013,pc,,85,red
1014,tshirt,china,41,blue
1015,keyboard,,54,
1016,iphone12,usa,2,black
1017,keyboard,paris,15,red
1018,tshirt,usa,80,
1019,keyboard,china,44,red
1020,,paris,32,
1021,iphone12,usa,49,black
1022,car,china,7,black
1023,ball,china,85,
1024,keyboard,usa,94,red
1025,tshirt,,97,
1026,iphone13,usa,41,
1027,iphone12,usa,36,
1028,car,china,12,
1029,ball,usa,46,blue
1030,car,paris,55,
1031,ball,,68,
1032,,,53,red
1033,keyboard,usa,55,red
1034,iphone12,paris,93,black
1035,pc,paris,71,black
1036,iphone12,,3,blue
1037,keyboard,paris,40,blue
1038,keyboard,india,87,
1039,ball,,16,blue
1040,,,87,blue
1041,ball,,95,
1042,car,paris,6,red
1043,,,56,black
1044,keyboard,usa,97,black
1045,car,,5,blue
1046,car,,27,black
1047,iphone13,,26,blue
1048,,,13,red
1049,iphone12,paris,59,red
1050,iphone13,,72,
1051,iphone13,usa,88,black
1052,keyboard,usa,33,black
1053,pc,china,31,blue
1054,pc,,23,
1055,car,usa,89,black
1056,keyboard,china,57,
1057,,paris,35,red
1058,keyboard,,40,red
1059,tshirt,china,58,black
1060,keyboard,china,40,red
1061,,paris,68,blue
1062,iphone13,china,32,
1063,ball,paris,24,blue
1064,,china,54,blue
1065,tshirt,paris,35,
1066,,india,100,blue
1067,pc,india,27,blue
1068,keyboard,usa,65,blue
1069,car,paris,84,
1070,iphone13,,2,blue
1071,,paris,76,
1072,car,,15,black
1073,ball,,68,black
1074,keyboard,usa,88,red
1075,pc,usa,33,red
1076,iphone13,paris,24,black
1077,iphone13,china,26,red
1078,keyboard,paris,9,red
1079,ball,china,81,red
1080,tshirt,china,83,red
1081,iphone12,china,32,blue
1082,,india,95,black
1083,,india,83,black
1084,iphone13,china,82,
1085,tshirt,india,48,blue
1086,iphone12,usa,35,blue
1087,pc,paris,84,black
1088,car,india,96,red
1089,keyboard,china,12,
1090,tshirt,,78,red
1091,tshirt,paris,4,black
1092,iphone12,india,37,blue
1093,car,usa,56,red
1094,tshirt,usa,29,
1095,iphone12,paris,2,black
1096,iphone12,,52,red
1097,ball,india,81,red
1098,ball,,99,
1099,iphone12,,25,red
1100,,india,21,blue
1101,keyboard,paris,95,
1102,pc,china,39,blue
1103,car,usa,89,black
1104,tshirt,paris,12,blue
1105,tshirt,usa,98,
1106,tshirt,usa,25,red
1107,iphone12,india,32,black
1108,iphone13,china,68,blue
1109,,paris,93,red
1110,,usa,33,black
1111,keyboard,india,13,
1112,,usa,1,black
1113,pc,china,10,red
1114,keyboard,india,36,blue
1115,pc,paris,28,
1116,tshirt,paris,7,red
1117,pc,china,91,red
1118,,,77,
1119,iphone13,india,32,blue
1120,ball,,25,black
1121,pc,china,7,
1122,ball,usa,5,black
1123,,paris,16,
1124,tshirt,usa,62,
1125,pc,usa,11,
1126,pc,china,28,
1127,pc,china,49,red
1128,ball,paris,55,black
1129,iphone12,,99,black
1130,car,china,65,
1131,keyboard,paris,99,blue
1132,keyboard,china,40,red
1133,car,paris,44,black
1134,keyboard,china,32,black
1135,car,paris,83,red
1136,ball,usa,89,red
1137,pc,,66,blue
1138,ball,paris,99,red
1139,iphone12,,7,black
1140,tshirt,paris,90,black
1141,iphone13,paris,75,
1142,iphone12,paris,20,black
1143,,china,75,black
1144,tshirt,paris,60,
1145,car,paris,39,red
1146,iphone13,india,98,red
1147,,usa,11,black
1148,keyboard,paris,91,
1149,keyboard,,69,red
1150,keyboard,china,28,blue
1151,,paris,21,blue
1152,ball,,32,black
1153,ball,usa,27,red
1154,car,,45,red
1155,keyboard,china,93,
1156,pc,paris,44,black
1157,car,,71,black
1158,pc,india,1,
1159,tshirt,paris,1,
1160,car,usa,83,blue
1161,keyboard,usa,95,red
1162,iphone12,,82,
1163,ball,china,94,black
1164,car,,48,blue
1165,pc,india,17,black
1166,keyboard,paris,3,red
1167,iphone13,usa,20,
1168,car,paris,46,blue
1169,pc,india,52,blue
